State,Dem,Rep,Date,Pollster
TX,40,47,Oct 26 2016,SurveyMonkey
TX,31.75,39.97,Oct 10 2016,Google Consumer Surveys
TX,32.6,48.1,Sep 26 2016,IPSOS
TX,32,39,Jun 27 2016,YouGov
TX,40,40,Sep 06 2016,SurveyMonkey
TX,33.42,40.37,Oct 05 2016,Google Consumer Surveys
TX,28.51,51.13,Sep 16 2016,IPSOS
TX,29.93,42.1,Sep 28 2016,Google Consumer Surveys
TX,30.91,48.29,Sep 10 2016,IPSOS
TX,28.94,42.35,Sep 22 2016,Google Consumer Surveys
TX,31.95,48.89,Sep 04 2016,IPSOS
TX,28.76,39.7,Sep 14 2016,Google Consumer Surveys
TX,32.35,45.87,Aug 24 2016,IPSOS
TX,32.13,45.36,Aug 26 2016,IPSOS
TX,30.5,39.55,Sep 09 2016,Google Consumer Surveys
TX,34.09,37.44,Sep 09 2016,Google Consumer Surveys
TX,32.89,38.78,Sep 09 2016,Google Consumer Surveys
TX,44,47,Jun 02 2016,SurveyUSA
TX,31.11,40.53,Sep 09 2016,Google Consumer Surveys
UT,23,40,Nov 07 2016,YouGov
UT,19.6,39.8,Nov 03 2016,Emerson College
UT,29,35,Nov 04 2016,Gravis Marketing
UT,29.52,39.95,Nov 06 2016,Trafalgar Group
UT,31,34,Nov 08 2016,SurveyMonkey
UT,31,37,Nov 03 2016,MonmouthU
UT,31,42,Nov 03 2016,Rasmussen
UT,24,33,Nov 04 2016,Y2 Analytics
UT,24,32,Oct 30 2016,DanJones
UT,28,34,Oct 13 2016,MonmouthU
UT,20,37,Oct 16 2016,YouGov
UT,28,32,Oct 26 2016,Rasmussen
UT,24,27,Oct 19 2016,Emerson College
UT,22.8,22.6,Oct 17 2016,Google Consumer Surveys
UT,31,34,Nov 07 2016,SurveyMonkey
UT,25,30,Oct 20 2016,DanJones
UT,26,26,Oct 12 2016,Y2 Analytics
UT,28,30,Oct 17 2016,Rasmussen
UT,24,39,Aug 23 2016,PPP
UT,25,34,Sep 25 2016,DanJones
UT,30,34,Nov 05 2016,SurveyMonkey
UT,30,33,Oct 28 2016,SurveyMonkey
UT,30,33,Nov 04 2016,SurveyMonkey
UT,30,33,Nov 03 2016,SurveyMonkey
UT,24,39,Sep 12 2016,DanJones
UT,30,34,Nov 02 2016,SurveyMonkey
UT,30,33,Nov 01 2016,SurveyMonkey
UT,29,32,Oct 27 2016,SurveyMonkey
UT,30,33,Oct 31 2016,SurveyMonkey
UT,28,33,Oct 26 2016,SurveyMonkey
UT,28.18,29.39,Nov 01 2016,Google Consumer Surveys
UT,34.26,49.55,Oct 03 2016,IPSOS
UT,27,36,Jun 21 2016,DanJones
UT,23.7,32.8,Nov 07 2016,YouGov
UT,32.9,39.66,Nov 07 2016,IPSOS
UT,28.65,47.72,Sep 16 2016,IPSOS
UT,30.54,44.17,Oct 29 2016,IPSOS
UT,21.33,35.05,Nov 07 2016,Google Consumer Surveys
UT,29.5,40.87,Oct 22 2016,IPSOS
UT,22.29,32.4,Sep 09 2016,Google Consumer Surveys
UT,25,37,Aug 08 2016,DanJones
UT,35,41.45,Oct 15 2016,IPSOS
UT,32.77,25.2,Oct 27 2016,Google Consumer Surveys
UT,35,35,Jun 13 2016,SurveyUSA
UT,33.67,38.53,Aug 26 2016,IPSOS
UT,26.62,21.68,Oct 21 2016,Google Consumer Surveys
UT,22.75,27.5,Sep 09 2016,Google Consumer Surveys
UT,28.64,34.24,Oct 05 2016,Google Consumer Surveys
UT,15.11,21.41,Oct 17 2016,Google Consumer Surveys
UT,34.14,34.92,Sep 04 2016,IPSOS
UT,30,43,May 16 2016,DanJones
UT,32.94,47.94,Oct 10 2016,IPSOS
UT,27,34,Sep 06 2016,SurveyMonkey
UT,31.24,47.96,Sep 26 2016,IPSOS
UT,30.37,33.91,Oct 10 2016,Google Consumer Surveys
UT,25.94,27.88,Sep 09 2016,Google Consumer Surveys
UT,21.91,32.4,Sep 28 2016,Google Consumer Surveys
UT,26,29,Jun 07 2016,Gravis Marketing
UT,32.54,43.61,Aug 24 2016,IPSOS
UT,24.76,33.02,Sep 14 2016,Google Consumer Surveys
UT,28.6,46.23,Sep 10 2016,IPSOS
UT,38,36,Jun 02 2016,DanJones
UT,27.93,24.07,Sep 22 2016,Google Consumer Surveys
UT,38,38,May 05 2016,DanJones
UT,20.3,27.92,Sep 09 2016,Google Consumer Surveys
UT,28,33,Jan 14 2016,DanJones
VA,48,43,Nov 04 2016,PPP
VA,48,42,Nov 01 2016,ABCNews
VA,46,44,Nov 06 2016,Remington
VA,48,42,Nov 07 2016,ChristopherNewportU
VA,47,42,Nov 07 2016,Gravis Marketing
VA,45,41,Nov 07 2016,Hampton University
VA,49,41,Nov 08 2016,SurveyMonkey
VA,49,45,Nov 01 2016,Emerson College
VA,44,39,Nov 02 2016,WinthropU
VA,50,38,Oct 27 2016,QuinnipiacU
VA,45,38,Nov 04 2016,RoanokeColl
VA,43,38,Oct 24 2016,The Times-Picayune/Lucid
VA,39.32,31.71,Nov 07 2016,Google Consumer Surveys
VA,45.9,41.11,Nov 07 2016,IPSOS
VA,41,44,Nov 02 2016,Hampton University
VA,47,38,Oct 19 2016,Tarrance Group
VA,46.1,37,Nov 07 2016,YouGov
VA,45,37,Sep 25 2016,YouGov
VA,50,32,Nov 04 2016,RoanokeColl
VA,46,39,Oct 28 2016,ChristopherNewportU
VA,46,43,Oct 13 2016,Emerson College
VA,49,39,Nov 07 2016,SurveyMonkey
VA,46,40,Sep 29 2016,PPP
VA,45,39,Sep 22 2016,QuinnipiacU
VA,45,33,Oct 21 2016,ChristopherNewportU
VA,40,37,Sep 15 2016,University of Mary Washington
VA,47,43,Oct 31 2016,Remington
VA,46,34,Oct 07 2016,Hampton University
VA,44,29,Oct 16 2016,ChristopherNewportU
VA,45,36,Oct 11 2016,RoanokeColl
VA,48,43,Oct 25 2016,Remington
VA,48.83,41.92,Nov 04 2016,IPSOS
VA,38.73,33.85,Nov 01 2016,Google Consumer Surveys
VA,48.11,39.3,Oct 29 2016,IPSOS
VA,45,39,Sep 13 2016,PPP
VA,43,31,Aug 12 2016,MaristColl
VA,42,35,Oct 03 2016,ChristopherNewportU
VA,44,43,Sep 02 2016,Emerson College
VA,44,37,Sep 22 2016,RoanokeColl
VA,46,39,Aug 16 2016,ABCNews
VA,39,33,Sep 26 2016,ChristopherNewportU
VA,43.11,31.39,Oct 27 2016,Google Consumer Surveys
VA,45,34,Aug 17 2016,QuinnipiacU
VA,49,39,Oct 28 2016,SurveyMonkey
VA,48.05,42.13,Nov 03 2016,IPSOS
VA,43,41,Sep 01 2016,Hampton University
VA,49,39,Nov 05 2016,SurveyMonkey
VA,39,34,Jul 13 2016,FoxNews
VA,41,34,Jul 15 2016,MaristColl
VA,49.04,37.04,Oct 22 2016,IPSOS
VA,48,40,Nov 04 2016,SurveyMonkey
VA,49,37,Aug 07 2016,YouGov
VA,42,46,Jul 30 2016,RABA Research
VA,40.71,31.13,Oct 21 2016,Google Consumer Surveys
VA,49,38,Oct 18 2016,SurveyMonkey
VA,48,40,Nov 03 2016,SurveyMonkey
VA,49.22,38.8,Oct 15 2016,IPSOS
VA,49,39,Nov 02 2016,SurveyMonkey
VA,48,38,Nov 01 2016,SurveyMonkey
VA,48,39,Oct 27 2016,SurveyMonkey
VA,48,39,Oct 31 2016,SurveyMonkey
VA,48.26,40.35,Oct 03 2016,IPSOS
VA,40.76,28.22,Oct 17 2016,Google Consumer Surveys
VA,43,35,Jun 29 2016,Evolving Strategies
VA,48,39,Oct 26 2016,SurveyMonkey
VA,34.05,36.57,Oct 10 2016,Google Consumer Surveys
VA,48,32,Aug 23 2016,RoanokeColl
VA,40.86,27,Oct 05 2016,Google Consumer Surveys
VA,38.8,39.2,Jul 16 2016,Hampton University
VA,47.35,37.51,Sep 16 2016,IPSOS
VA,50.38,37.08,Sep 10 2016,IPSOS
VA,40.36,32.04,Sep 28 2016,Google Consumer Surveys
VA,43,36,Sep 06 2016,SurveyMonkey
VA,44,38,Jun 02 2016,Gravis Marketing
VA,36.26,36.84,Sep 22 2016,Google Consumer Surveys
VA,37.17,31.32,Sep 14 2016,Google Consumer Surveys
VA,50.06,36.87,Sep 04 2016,IPSOS
VA,36.11,29.32,Sep 09 2016,Google Consumer Surveys
VA,42,39,Jun 16 2016,PPP
VA,47.58,36.67,Aug 26 2016,IPSOS
VA,38.52,29.96,Sep 09 2016,Google Consumer Surveys
VA,36.24,28.95,Sep 09 2016,Google Consumer Surveys
VA,45.18,39.02,Aug 24 2016,IPSOS
VA,40.29,25.98,Sep 09 2016,Google Consumer Surveys
VA,38,38,May 23 2016,RoanokeColl
VA,44,35,May 05 2016,ChristopherNewportU
VA,48,39,Jun 02 2016,Hampton University
VA,52,35,Feb 07 2016,RoanokeColl
VA,50,36,Dec 07 2015,RoanokeColl
VA,46.54,40.04,Sep 26 2016,IPSOS
VA,50.49,39.05,Oct 10 2016,IPSOS
VT,52,26,Oct 28 2016,Political Marketing International Inc./Red Racing Horses
VT,61,25,Nov 08 2016,SurveyMonkey
VT,50,22,Oct 26 2016,Braun Research
VT,45,17,Oct 19 2016,Castleton University
VT,60,27,Nov 07 2016,SurveyMonkey
VT,52.12,18.86,Nov 07 2016,Google Consumer Surveys
VT,48.27,23.4,Nov 03 2016,IPSOS
VT,40.5,24.5,Nov 07 2016,YouGov
VT,47,26,Sep 07 2016,Emerson College
VT,57.13,17.11,Nov 01 2016,Google Consumer Surveys
VT,46.34,21.29,Oct 10 2016,IPSOS
VT,55.01,14.83,Oct 27 2016,Google Consumer Surveys
VT,53,25,Oct 28 2016,SurveyMonkey
VT,59,25,Nov 05 2016,SurveyMonkey
VT,48.17,21.49,Oct 21 2016,Google Consumer Surveys
VT,57,24,Nov 04 2016,SurveyMonkey
VT,55,24,Nov 03 2016,SurveyMonkey
VT,54,26,Nov 02 2016,SurveyMonkey
VT,53,25,Nov 01 2016,SurveyMonkey
VT,53,24,Oct 27 2016,SurveyMonkey
VT,51,25,Oct 31 2016,SurveyMonkey
VT,65.93,10.76,Oct 17 2016,Google Consumer Surveys
VT,39,17,Jul 28 2016,Castleton University
VT,54,23,Oct 26 2016,SurveyMonkey
VT,57.02,16.11,Oct 10 2016,Google Consumer Surveys
VT,39,24,Jul 07 2016,Fairbank Maslin Maullin Metz & Associates
VT,44.43,27.34,Oct 05 2016,Google Consumer Surveys
VT,45,24,Sep 06 2016,SurveyMonkey
VT,48.29,28.19,Sep 28 2016,Google Consumer Surveys
VT,43.99,18.62,Sep 22 2016,Google Consumer Surveys
VT,49.71,18.36,Sep 14 2016,Google Consumer Surveys
VT,43.01,12.63,Sep 09 2016,Google Consumer Surveys
VT,50.15,18.1,Sep 09 2016,Google Consumer Surveys
VT,42.83,11.42,Sep 09 2016,Google Consumer Surveys
VT,59.87,9.46,Sep 09 2016,Google Consumer Surveys
WA,50,38,Nov 04 2016,SurveyUSA
WA,51,33,Nov 08 2016,SurveyMonkey
WA,51,36,Nov 08 2016,Insights West
WA,48,31,Oct 24 2016,Elway Research
WA,42.67,30.43,Nov 07 2016,Google Consumer Surveys
WA,53,39,Oct 27 2016,YouGov
WA,46.72,38.48,Nov 07 2016,IPSOS
WA,47.4,31.7,Nov 07 2016,YouGov
WA,47,31,Oct 06 2016,Strategies 360
WA,44.2,38.4,Sep 28 2016,Emerson College
WA,51,34,Nov 07 2016,SurveyMonkey
WA,43.73,26.69,Nov 01 2016,Google Consumer Surveys
WA,38,28,Sep 21 2016,Insights West
WA,46.58,37.44,Oct 29 2016,IPSOS
WA,46.44,39.43,Nov 04 2016,IPSOS
WA,45,24,Aug 15 2016,Elway Research
WA,45.25,28.98,Oct 27 2016,Google Consumer Surveys
WA,46.14,42.36,Oct 22 2016,IPSOS
WA,52,34,Nov 05 2016,SurveyMonkey
WA,52,34,Oct 28 2016,SurveyMonkey
WA,46.94,37.24,Oct 15 2016,IPSOS
WA,53,34,Nov 04 2016,SurveyMonkey
WA,45.72,25.4,Oct 21 2016,Google Consumer Surveys
WA,54,34,Nov 03 2016,SurveyMonkey
WA,54,34,Nov 02 2016,SurveyMonkey
WA,48.94,35.28,Oct 03 2016,IPSOS
WA,53,34,Nov 01 2016,SurveyMonkey
WA,51,34,Oct 27 2016,SurveyMonkey
WA,53,34,Oct 31 2016,SurveyMonkey
WA,43.16,26.71,Oct 17 2016,Google Consumer Surveys
WA,48,36,Jun 30 2016,American Strategies
WA,49,37,Jun 18 2016,PPP
WA,45.5,27.99,Oct 10 2016,Google Consumer Surveys
WA,51,34,Oct 26 2016,SurveyMonkey
WA,45.41,24.67,Oct 05 2016,Google Consumer Surveys
WA,49.39,35.21,Sep 26 2016,IPSOS
WA,41,31,Sep 06 2016,SurveyMonkey
WA,46.81,36.92,Sep 16 2016,IPSOS
WA,42.92,25.27,Sep 28 2016,Google Consumer Surveys
WA,45.05,37.02,Sep 10 2016,IPSOS
WA,36.97,28.2,Sep 22 2016,Google Consumer Surveys
WA,43.87,24.3,Sep 14 2016,Google Consumer Surveys
WA,45.38,35.41,Sep 04 2016,IPSOS
WA,41.52,25.56,Sep 09 2016,Google Consumer Surveys
WA,49.27,32.57,Aug 26 2016,IPSOS
WA,40.49,26.91,Sep 09 2016,Google Consumer Surveys
WA,45.35,33.48,Aug 24 2016,IPSOS
WA,43.11,24.38,Sep 09 2016,Google Consumer Surveys
WA,43.08,27.17,Sep 09 2016,Google Consumer Surveys
WA,50.9,33.29,Oct 10 2016,IPSOS
WA,46.71,38.33,Nov 03 2016,IPSOS
WI,46,40,Nov 02 2016,Marquette University
WI,49,41,Nov 06 2016,Remington
WI,47,43,Nov 07 2016,Clarity Campaign Labs
WI,47,44,Nov 07 2016,Gravis Marketing
WI,48,41,Nov 04 2016,PPP
WI,44,42,Nov 08 2016,SurveyMonkey
WI,43.9,37.9,Nov 04 2016,Loras College
WI,48,42,Oct 29 2016,Emerson College
WI,47,39,Oct 18 2016,StNorbertColl
WI,43.17,31.05,Nov 07 2016,Google Consumer Surveys
WI,47,40,Oct 19 2016,MonmouthU
WI,43,39,Oct 09 2016,YouGov
WI,45.92,39.99,Nov 07 2016,IPSOS
WI,48,43,Oct 25 2016,McLaughlin & Associates
WI,50,38,Oct 19 2016,PPP
WI,42.2,37.7,Nov 07 2016,YouGov
WI,44,37,Oct 12 2016,Marquette University
WI,43.2,34.6,Oct 10 2016,Loras College
WI,44,43,Nov 07 2016,SurveyMonkey
WI,48,40,Oct 07 2016,Gravis Marketing
WI,44.5,38.4,Sep 22 2016,Emerson College
WI,46,42,Oct 31 2016,Remington
WI,46,41,Oct 25 2016,Remington
WI,43,38,Aug 31 2016,MonmouthU
WI,41.21,28.69,Nov 01 2016,Google Consumer Surveys
WI,48,41,Sep 01 2016,PPP
WI,47.18,39.99,Nov 04 2016,IPSOS
WI,46.75,41.62,Oct 29 2016,IPSOS
WI,41.78,27.01,Oct 27 2016,Google Consumer Surveys
WI,45.38,41.86,Oct 22 2016,IPSOS
WI,44,43,Nov 05 2016,SurveyMonkey
WI,43,42,Oct 28 2016,SurveyMonkey
WI,41.56,37.39,Oct 15 2016,IPSOS
WI,43,38,Oct 18 2016,SurveyMonkey
WI,45,43,Nov 04 2016,SurveyMonkey
WI,38.22,28.86,Oct 21 2016,Google Consumer Surveys
WI,44,42,Nov 03 2016,SurveyMonkey
WI,45.72,42.28,Oct 10 2016,IPSOS
WI,43,42,Oct 27 2016,SurveyMonkey
WI,44,42,Nov 02 2016,SurveyMonkey
WI,44,42,Nov 01 2016,SurveyMonkey
WI,45,41,Oct 31 2016,SurveyMonkey
WI,42.17,27.33,Oct 17 2016,Google Consumer Surveys
WI,41,36,Jun 26 2016,YouGov
WI,42.48,42,Oct 03 2016,IPSOS
WI,44.29,27.22,Oct 10 2016,Google Consumer Surveys
WI,44,32,Jun 30 2016,Greenberg Quinlan Rosner (Democracy Corps)
WI,43,41,Oct 26 2016,SurveyMonkey
WI,41.12,41.09,Sep 26 2016,IPSOS
WI,39,37,Sep 06 2016,SurveyMonkey
WI,43.01,27.71,Oct 05 2016,Google Consumer Surveys
WI,42.89,39.63,Sep 16 2016,IPSOS
WI,43,31,May 27 2016,PublicOpinionStrat
WI,40.71,27.62,Sep 28 2016,Google Consumer Surveys
WI,38.43,39.67,Sep 10 2016,IPSOS
WI,47,39,Jun 27 2016,PPP
WI,42.22,24.49,Sep 22 2016,Google Consumer Surveys
WI,49,35,Mar 31 2016,FoxNews
WI,37.55,38.16,Sep 04 2016,IPSOS
WI,37.41,27.08,Sep 14 2016,Google Consumer Surveys
WI,36.15,39.27,Aug 26 2016,IPSOS
WI,40.83,29.07,Sep 09 2016,Google Consumer Surveys
WI,46,34,Apr 20 2016,StNorbertColl
WI,37.83,36.52,Aug 24 2016,IPSOS
WI,39.85,27.23,Sep 09 2016,Google Consumer Surveys
WI,47,37,Apr 06 2016,Emerson College
WI,41.95,27.88,Sep 09 2016,Google Consumer Surveys
WI,49,41,Jun 02 2016,Gravis Marketing
WI,44.14,24.51,Sep 09 2016,Google Consumer Surveys
WI,47,38,Jun 02 2016,Emerson College
WI,47,34,Aug 10 2016,Marquette University
WI,48,37,May 05 2016,Marquette University
WI,41,38,Sep 21 2016,Marquette University
WI,41,38,Aug 31 2016,Marquette University
WI,48,38,Dec 07 2015,Marquette University
WI,47,38,Jan 28 2016,Marquette University
WI,47,37,Apr 08 2016,Marquette University
WI,43,37,Jul 13 2016,Marquette University
WI,47.48,38.96,Nov 03 2016,IPSOS
WI,46,37,Jun 15 2016,Marquette University
WV,29,56,Nov 08 2016,SurveyMonkey
WV,31,58,Oct 21 2016,GlobalStrategy
WV,27,57,Nov 07 2016,SurveyMonkey
WV,34.22,58.04,Nov 07 2016,IPSOS
WV,25.7,54,Nov 07 2016,YouGov
WV,25.29,51.55,Nov 07 2016,Google Consumer Surveys
WV,28,60,Oct 06 2016,Garin-Hart-Yang Research Group
WV,30,57,Sep 25 2016,Just Win Strategies
WV,33.35,44.26,Nov 01 2016,Google Consumer Surveys
WV,24.58,47.56,Oct 27 2016,Google Consumer Surveys
WV,33.94,57.74,Nov 03 2016,IPSOS
WV,28,61,Oct 28 2016,SurveyMonkey
WV,31,49,Sep 01 2016,R.L. Repass & Partners
WV,34.53,58.26,Nov 04 2016,IPSOS
WV,27,57,Nov 05 2016,SurveyMonkey
WV,26.82,45.26,Oct 21 2016,Google Consumer Surveys
WV,27,57,Nov 04 2016,SurveyMonkey
WV,36.53,55.79,Oct 29 2016,IPSOS
WV,27,59,Nov 03 2016,SurveyMonkey
WV,29,60,Oct 27 2016,SurveyMonkey
WV,29,55,Nov 02 2016,SurveyMonkey
WV,23.1,58.73,Oct 17 2016,Google Consumer Surveys
WV,27,58,Nov 01 2016,SurveyMonkey
WV,27,59,Oct 31 2016,SurveyMonkey
WV,39.5,55.84,Oct 22 2016,IPSOS
WV,40.71,53.95,Oct 15 2016,IPSOS
WV,29,61,Oct 26 2016,SurveyMonkey
WV,27.41,50.21,Oct 10 2016,Google Consumer Surveys
WV,36.37,55.31,Oct 10 2016,IPSOS
WV,24.42,48.57,Oct 05 2016,Google Consumer Surveys
WV,27,52,Sep 06 2016,SurveyMonkey
WV,33.12,52.74,Oct 03 2016,IPSOS
WV,30.64,40.3,Sep 28 2016,Google Consumer Surveys
WV,34.55,51.74,Sep 26 2016,IPSOS
WV,19.42,35.52,Sep 22 2016,Google Consumer Surveys
WV,38.76,49.23,Sep 16 2016,IPSOS
WV,36.13,35.28,Sep 14 2016,Google Consumer Surveys
WV,30,57,May 04 2016,PPP
WV,39.41,54.04,Sep 10 2016,IPSOS
WV,22.99,52.23,Sep 09 2016,Google Consumer Surveys
WV,37.84,54.98,Sep 04 2016,IPSOS
WV,19.6,48.64,Sep 09 2016,Google Consumer Surveys
WV,25.72,47.13,Sep 09 2016,Google Consumer Surveys
WV,39.49,46.86,Aug 26 2016,IPSOS
WV,38.93,48.45,Aug 24 2016,IPSOS
WV,34.34,38.67,Sep 09 2016,Google Consumer Surveys
WV,24,61,Jun 02 2016,Orion Strategies
WY,21,60,Nov 08 2016,SurveyMonkey
WY,20,58,Oct 25 2016,University of Wyoming
WY,22,58,Nov 07 2016,SurveyMonkey
WY,25.04,47.09,Nov 07 2016,Google Consumer Surveys
WY,26.2,59,Nov 07 2016,YouGov
WY,19,54,Sep 21 2016,DFMResearch
WY,26.68,57.27,Nov 01 2016,Google Consumer Surveys
WY,24,60,Oct 28 2016,SurveyMonkey
WY,20.8,52.8,Oct 27 2016,Google Consumer Surveys
WY,25,59,Oct 27 2016,SurveyMonkey
WY,22,60,Nov 05 2016,SurveyMonkey
WY,21,61,Nov 04 2016,SurveyMonkey
WY,21,61,Nov 03 2016,SurveyMonkey
WY,22,62,Nov 01 2016,SurveyMonkey
WY,21,62,Nov 02 2016,SurveyMonkey
WY,27.37,46.11,Oct 21 2016,Google Consumer Surveys
WY,23,62,Oct 31 2016,SurveyMonkey
WY,25,59,Oct 26 2016,SurveyMonkey
WY,16.58,51.9,Oct 17 2016,Google Consumer Surveys
WY,21,57,Sep 06 2016,SurveyMonkey
WY,11.04,52.74,Oct 10 2016,Google Consumer Surveys
WY,18.8,35.07,Oct 05 2016,Google Consumer Surveys
WY,17.78,45.91,Sep 28 2016,Google Consumer Surveys
WY,30.13,45.26,Sep 22 2016,Google Consumer Surveys
WY,16.57,58.22,Sep 14 2016,Google Consumer Surveys
WY,22.38,46.76,Sep 09 2016,Google Consumer Surveys
WY,21.3,42.45,Sep 09 2016,Google Consumer Surveys
WY,26.27,41.75,Sep 09 2016,Google Consumer Surveys
WY,21.98,40.77,Sep 09 2016,Google Consumer Surveys
